"","city","area","time","weekday","芠代丁(LST)ObsTime","代溃(hPa)StnPres","キ溃(hPa)SeaPres","放()Temperature","臩翴放()Td dew point","癸访(%)RH","硉(m/s)WS","(程)(360degree)WD","程皚(m/s)WSGust","程皚(360degree)WDGust","秖(mm)Precp","计(hr)PrecpHour","ら酚计(hr)SunShine","ぱら甮秖(MJ/)GloblRad","ǎ(km)Visb"
"735","蔼动カ","C0V250_ヒ",2016-08-31 14:00:00,"Wednesday",15,971.5,NA,28.9,NA,71,0.7,264,NA,NA,0,NA,NA,NA,NA
"736","蔼动カ","C0V250_ヒ",2016-08-31 15:00:00,"Wednesday",16,971.6,NA,27.9,NA,75,0.5,308,NA,NA,0,NA,NA,NA,NA
"737","蔼动カ","C0V250_ヒ",2016-08-31 16:00:00,"Wednesday",17,971.7,NA,27.4,NA,79,0.7,179,NA,NA,0,NA,NA,NA,NA
"738","蔼动カ","C0V250_ヒ",2016-08-31 17:00:00,"Wednesday",18,972.2,NA,25.5,NA,85,0.5,176,NA,NA,NA,NA,NA,NA,NA
"739","蔼动カ","C0V250_ヒ",2016-08-31 18:00:00,"Wednesday",19,972.7,NA,23.3,NA,93,1,114,NA,NA,0,NA,NA,NA,NA
"740","蔼动カ","C0V250_ヒ",2016-08-31 19:00:00,"Wednesday",20,973.1,NA,22.2,NA,95,0.8,124,NA,NA,0,NA,NA,NA,NA
"741","蔼动カ","C0V250_ヒ",2016-08-31 20:00:00,"Wednesday",21,973.9,NA,21.9,NA,97,0.8,108,NA,NA,0,NA,NA,NA,NA
"742","蔼动カ","C0V250_ヒ",2016-08-31 21:00:00,"Wednesday",22,974.1,NA,21.6,NA,98,0.2,0,NA,NA,0,NA,NA,NA,NA
"743","蔼动カ","C0V250_ヒ",2016-08-31 22:00:00,"Wednesday",23,974.2,NA,21.7,NA,98,0.2,0,NA,NA,0,NA,NA,NA,NA
"744","蔼动カ","C0V250_ヒ",2016-08-31 23:00:00,"Wednesday",24,974,NA,21.7,NA,98,0.4,121,NA,NA,0,NA,NA,NA,NA
"745","蔼动カ","C0V250_ヒ",2016-09-01 00:00:00,"Thursday",1,973.9,NA,21.8,NA,99,0.6,357,NA,NA,0,NA,NA,NA,NA
"746","蔼动カ","C0V250_ヒ",2016-09-01 01:00:00,"Thursday",2,973.5,NA,21.6,NA,98,0.7,94,NA,NA,0,NA,NA,NA,NA
"747","蔼动カ","C0V250_ヒ",2016-09-01 02:00:00,"Thursday",3,973.4,NA,21.4,NA,98,0.8,49,NA,NA,0,NA,NA,NA,NA
"748","蔼动カ","C0V250_ヒ",2016-09-01 03:00:00,"Thursday",4,973.1,NA,21.3,NA,98,0.8,23,NA,NA,0,NA,NA,NA,NA
"749","蔼动カ","C0V250_ヒ",2016-09-01 04:00:00,"Thursday",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"750","蔼动カ","C0V250_ヒ",2016-09-01 05:00:00,"Thursday",6,972.9,NA,21.1,NA,97,0.2,0,NA,NA,0,NA,NA,NA,NA
"751","蔼动カ","C0V250_ヒ",2016-09-01 06:00:00,"Thursday",7,973.2,NA,24,NA,86,0.9,44,NA,NA,0,NA,NA,NA,NA
"752","蔼动カ","C0V250_ヒ",2016-09-01 07:00:00,"Thursday",8,973.5,NA,26,NA,76,0.7,2,NA,NA,0,NA,NA,NA,NA
"753","蔼动カ","C0V250_ヒ",2016-09-01 08:00:00,"Thursday",9,973.9,NA,29.4,NA,66,0.3,134,NA,NA,0,NA,NA,NA,NA
"754","蔼动カ","C0V250_ヒ",2016-09-01 09:00:00,"Thursday",10,973.7,NA,29.8,NA,62,1.2,186,NA,NA,0,NA,NA,NA,NA
"755","蔼动カ","C0V250_ヒ",2016-09-01 10:00:00,"Thursday",11,973.2,NA,30.5,NA,60,1.3,159,NA,NA,NA,NA,NA,NA,NA
"756","蔼动カ","C0V250_ヒ",2016-09-01 11:00:00,"Thursday",12,972.6,NA,31.3,NA,55,1.1,154,NA,NA,0,NA,NA,NA,NA
"757","蔼动カ","C0V250_ヒ",2016-09-01 12:00:00,"Thursday",13,971.5,NA,31.3,NA,59,1.4,194,NA,NA,0,NA,NA,NA,NA
"758","蔼动カ","C0V250_ヒ",2016-09-01 13:00:00,"Thursday",14,970.6,NA,32.5,NA,55,1.1,318,NA,NA,0,NA,NA,NA,NA
"759","蔼动カ","C0V250_ヒ",2016-09-01 14:00:00,"Thursday",15,970.2,NA,30.8,NA,60,1.4,189,NA,NA,0,NA,NA,NA,NA
"760","蔼动カ","C0V250_ヒ",2016-09-01 15:00:00,"Thursday",16,970.1,NA,30.3,NA,65,1,189,NA,NA,0,NA,NA,NA,NA
"761","蔼动カ","C0V250_ヒ",2016-09-01 16:00:00,"Thursday",17,970.2,NA,28.9,NA,66,0.4,202,NA,NA,0,NA,NA,NA,NA
"762","蔼动カ","C0V250_ヒ",2016-09-01 17:00:00,"Thursday",18,971.1,NA,25.7,NA,89,0.8,176,NA,NA,0,NA,NA,NA,NA
"763","蔼动カ","C0V250_ヒ",2016-09-01 18:00:00,"Thursday",19,971.7,NA,24.4,NA,92,0.7,114,NA,NA,0,NA,NA,NA,NA
"764","蔼动カ","C0V250_ヒ",2016-09-01 19:00:00,"Thursday",20,972.3,NA,23.5,NA,95,0.8,111,NA,NA,0,NA,NA,NA,NA
"765","蔼动カ","C0V250_ヒ",2016-09-01 20:00:00,"Thursday",21,973.2,NA,23.5,NA,95,0.6,103,NA,NA,NA,NA,NA,NA,NA
"766","蔼动カ","C0V250_ヒ",2016-09-01 21:00:00,"Thursday",22,973.1,NA,23.3,NA,96,0.9,117,NA,NA,0,NA,NA,NA,NA
"767","蔼动カ","C0V250_ヒ",2016-09-01 22:00:00,"Thursday",23,973.3,NA,23.4,NA,98,0.8,90,NA,NA,0,NA,NA,NA,NA
"768","蔼动カ","C0V250_ヒ",2016-09-01 23:00:00,"Thursday",24,973.1,NA,23.5,NA,98,0.5,88,NA,NA,0,NA,NA,NA,NA
"769","蔼动カ","C0V250_ヒ",2016-09-02 00:00:00,"Friday",1,972.6,NA,23.8,NA,99,0.7,331,NA,NA,7,NA,NA,NA,NA
"770","蔼动カ","C0V250_ヒ",2016-09-02 01:00:00,"Friday",2,971.6,NA,23.6,NA,99,0.9,35,NA,NA,0.5,NA,NA,NA,NA
"771","蔼动カ","C0V250_ヒ",2016-09-02 02:00:00,"Friday",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"772","蔼动カ","C0V250_ヒ",2016-09-02 03:00:00,"Friday",4,970.9,NA,23.1,NA,99,0.9,31,NA,NA,0,NA,NA,NA,NA
"773","蔼动カ","C0V250_ヒ",2016-09-02 04:00:00,"Friday",5,971.5,NA,22.9,NA,99,0.7,62,NA,NA,0,NA,NA,NA,NA
"774","蔼动カ","C0V250_ヒ",2016-09-02 05:00:00,"Friday",6,972.3,NA,23,NA,99,1.1,4,NA,NA,0.5,NA,NA,NA,NA
"775","蔼动カ","C0V250_ヒ",2016-09-02 06:00:00,"Friday",7,972.2,NA,23.6,NA,98,1.3,360,NA,NA,0.5,NA,NA,NA,NA
"776","蔼动カ","C0V250_ヒ",2016-09-02 07:00:00,"Friday",8,972.6,NA,24.7,NA,91,1.2,346,NA,NA,0,NA,NA,NA,NA
"777","蔼动カ","C0V250_ヒ",2016-09-02 08:00:00,"Friday",9,972.9,NA,24.2,NA,97,0.8,7,NA,NA,0,NA,NA,NA,NA
"778","蔼动カ","C0V250_ヒ",2016-09-02 09:00:00,"Friday",10,972.9,NA,23.9,NA,98,0.6,164,NA,NA,0.5,NA,NA,NA,NA
"779","蔼动カ","C0V250_ヒ",2016-09-02 10:00:00,"Friday",11,972.9,NA,23.8,NA,99,0.1,0,NA,NA,3,NA,NA,NA,NA
"780","蔼动カ","C0V250_ヒ",2016-09-02 11:00:00,"Friday",12,972.2,NA,23.9,NA,99,0,0,NA,NA,3.5,NA,NA,NA,NA
"781","蔼动カ","C0V250_ヒ",2016-09-02 12:00:00,"Friday",13,971.4,NA,23.9,NA,99,0.8,356,NA,NA,3,NA,NA,NA,NA
"782","蔼动カ","C0V250_ヒ",2016-09-02 13:00:00,"Friday",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"783","蔼动カ","C0V250_ヒ",2016-09-02 14:00:00,"Friday",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"784","蔼动カ","C0V250_ヒ",2016-09-02 15:00:00,"Friday",16,971.1,NA,23.6,NA,100,0,0,NA,NA,5,NA,NA,NA,NA
"785","蔼动カ","C0V250_ヒ",2016-09-02 16:00:00,"Friday",17,971.2,NA,23.5,NA,100,0,0,NA,NA,4,NA,NA,NA,NA
"786","蔼动カ","C0V250_ヒ",2016-09-02 17:00:00,"Friday",18,971.9,NA,23.3,NA,100,0.6,174,NA,NA,2.5,NA,NA,NA,NA
"787","蔼动カ","C0V250_ヒ",2016-09-02 18:00:00,"Friday",19,971.8,NA,23.2,NA,100,0,0,NA,NA,8,NA,NA,NA,NA
"788","蔼动カ","C0V250_ヒ",2016-09-02 19:00:00,"Friday",20,971.7,NA,23,NA,100,0.8,30,NA,NA,2,NA,NA,NA,NA
"789","蔼动カ","C0V250_ヒ",2016-09-02 20:00:00,"Friday",21,972.4,NA,23,NA,100,0.7,156,NA,NA,0,NA,NA,NA,NA
"790","蔼动カ","C0V250_ヒ",2016-09-02 21:00:00,"Friday",22,972.9,NA,23,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"791","蔼动カ","C0V250_ヒ",2016-09-02 22:00:00,"Friday",23,972.8,NA,23.1,NA,100,1,142,NA,NA,1.5,NA,NA,NA,NA
"792","蔼动カ","C0V250_ヒ",2016-09-02 23:00:00,"Friday",24,972.1,NA,23,NA,100,1.2,4,NA,NA,0.5,NA,NA,NA,NA
"793","蔼动カ","C0V250_ヒ",2016-09-03 00:00:00,"Saturday",1,970.8,NA,22.8,NA,100,0.7,354,NA,NA,0,NA,NA,NA,NA
"794","蔼动カ","C0V250_ヒ",2016-09-03 01:00:00,"Saturday",2,970.5,NA,22.5,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"795","蔼动カ","C0V250_ヒ",2016-09-03 02:00:00,"Saturday",3,972.1,NA,22.7,NA,100,0.6,57,NA,NA,NA,NA,NA,NA,NA
"796","蔼动カ","C0V250_ヒ",2016-09-03 03:00:00,"Saturday",4,971.3,NA,22.3,NA,100,0.8,14,NA,NA,0.5,NA,NA,NA,NA
"797","蔼动カ","C0V250_ヒ",2016-09-03 04:00:00,"Saturday",5,970.6,NA,22.4,NA,100,0.7,3,NA,NA,0,NA,NA,NA,NA
"798","蔼动カ","C0V250_ヒ",2016-09-03 05:00:00,"Saturday",6,971,NA,22,NA,100,0.9,15,NA,NA,0,NA,NA,NA,NA
"799","蔼动カ","C0V250_ヒ",2016-09-03 06:00:00,"Saturday",7,972.5,NA,23,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"800","蔼动カ","C0V250_ヒ",2016-09-03 07:00:00,"Saturday",8,972.6,NA,24.2,NA,93,0.5,101,NA,NA,0,NA,NA,NA,NA
"801","蔼动カ","C0V250_ヒ",2016-09-03 08:00:00,"Saturday",9,972.7,NA,27.6,NA,81,1.1,352,NA,NA,0,NA,NA,NA,NA
"802","蔼动カ","C0V250_ヒ",2016-09-03 09:00:00,"Saturday",10,972.9,NA,24.9,NA,97,1.4,191,NA,NA,0,NA,NA,NA,NA
"803","蔼动カ","C0V250_ヒ",2016-09-03 10:00:00,"Saturday",11,972.5,NA,25.3,NA,96,0,0,NA,NA,4,NA,NA,NA,NA
"804","蔼动カ","C0V250_ヒ",2016-09-03 11:00:00,"Saturday",12,972.1,NA,27.4,NA,89,1.2,319,NA,NA,0,NA,NA,NA,NA
"805","蔼动カ","C0V250_ヒ",2016-09-03 12:00:00,"Saturday",13,971.6,NA,29.1,NA,83,0.8,202,NA,NA,0,NA,NA,NA,NA
"806","蔼动カ","C0V250_ヒ",2016-09-03 13:00:00,"Saturday",14,971,NA,29,NA,81,0.7,202,NA,NA,0,NA,NA,NA,NA
"807","蔼动カ","C0V250_ヒ",2016-09-03 14:00:00,"Saturday",15,970.7,NA,27.9,NA,85,0.8,199,NA,NA,0,NA,NA,NA,NA
"808","蔼动カ","C0V250_ヒ",2016-09-03 15:00:00,"Saturday",16,970.5,NA,28,NA,87,0.8,185,NA,NA,0,NA,NA,NA,NA
"809","蔼动カ","C0V250_ヒ",2016-09-03 16:00:00,"Saturday",17,970.6,NA,27.9,NA,85,0.7,176,NA,NA,0,NA,NA,NA,NA
"810","蔼动カ","C0V250_ヒ",2016-09-03 17:00:00,"Saturday",18,971,NA,25.8,NA,95,0.7,147,NA,NA,0,NA,NA,NA,NA
"811","蔼动カ","C0V250_ヒ",2016-09-03 18:00:00,"Saturday",19,971.6,NA,25.4,NA,96,0.7,96,NA,NA,0,NA,NA,NA,NA
"812","蔼动カ","C0V250_ヒ",2016-09-03 19:00:00,"Saturday",20,972.9,NA,23.2,NA,99,0.2,0,NA,NA,9,NA,NA,NA,NA
"813","蔼动カ","C0V250_ヒ",2016-09-03 20:00:00,"Saturday",21,973.5,NA,23.4,NA,100,0,0,NA,NA,6.5,NA,NA,NA,NA
"814","蔼动カ","C0V250_ヒ",2016-09-03 21:00:00,"Saturday",22,973.1,NA,23.4,NA,100,0,0,NA,NA,1.5,NA,NA,NA,NA
"815","蔼动カ","C0V250_ヒ",2016-09-03 22:00:00,"Saturday",23,973.2,NA,23.4,NA,100,1.1,46,NA,NA,0,NA,NA,NA,NA
"816","蔼动カ","C0V250_ヒ",2016-09-03 23:00:00,"Saturday",24,973,NA,23.4,NA,100,0.5,17,NA,NA,0,NA,NA,NA,NA
"817","蔼动カ","C0V250_ヒ",2016-09-04 00:00:00,"Sunday",1,972.5,NA,23.4,NA,100,0.8,40,NA,NA,0,NA,NA,NA,NA
"818","蔼动カ","C0V250_ヒ",2016-09-04 01:00:00,"Sunday",2,971.9,NA,23.1,NA,99,1.3,114,NA,NA,0,NA,NA,NA,NA
"819","蔼动カ","C0V250_ヒ",2016-09-04 02:00:00,"Sunday",3,972,NA,22.9,NA,99,0.5,104,NA,NA,0,NA,NA,NA,NA
"820","蔼动カ","C0V250_ヒ",2016-09-04 03:00:00,"Sunday",4,972,NA,23,NA,100,1.2,41,NA,NA,0,NA,NA,NA,NA
"821","蔼动カ","C0V250_ヒ",2016-09-04 04:00:00,"Sunday",5,972.1,NA,22.8,NA,99,0.6,43,NA,NA,0,NA,NA,NA,NA
"822","蔼动カ","C0V250_ヒ",2016-09-04 05:00:00,"Sunday",6,972.4,NA,22.6,NA,99,0.8,106,NA,NA,NA,NA,NA,NA,NA
"823","蔼动カ","C0V250_ヒ",2016-09-04 06:00:00,"Sunday",7,972.8,NA,25,NA,91,0.9,96,NA,NA,0,NA,NA,NA,NA
"824","蔼动カ","C0V250_ヒ",2016-09-04 07:00:00,"Sunday",8,973.1,NA,27.4,NA,83,0.8,347,NA,NA,0,NA,NA,NA,NA
"825","蔼动カ","C0V250_ヒ",2016-09-04 08:00:00,"Sunday",9,973.3,NA,29.6,NA,73,1,142,NA,NA,0,NA,NA,NA,NA
"826","蔼动カ","C0V250_ヒ",2016-09-04 09:00:00,"Sunday",10,973.7,NA,28.3,NA,84,1.1,179,NA,NA,0,NA,NA,NA,NA
"827","蔼动カ","C0V250_ヒ",2016-09-04 10:00:00,"Sunday",11,973.1,NA,29.8,NA,74,0.9,16,NA,NA,0,NA,NA,NA,NA
"828","蔼动カ","C0V250_ヒ",2016-09-04 11:00:00,"Sunday",12,972.8,NA,30,NA,75,0.8,330,NA,NA,0,NA,NA,NA,NA
"829","蔼动カ","C0V250_ヒ",2016-09-04 12:00:00,"Sunday",13,971.8,NA,31.7,NA,75,1,212,NA,NA,0,NA,NA,NA,NA
"830","蔼动カ","C0V250_ヒ",2016-09-04 13:00:00,"Sunday",14,971.1,NA,29.2,NA,78,1,314,NA,NA,0,NA,NA,NA,NA
"831","蔼动カ","C0V250_ヒ",2016-09-04 14:00:00,"Sunday",15,970.9,NA,27.6,NA,83,1.6,294,NA,NA,0,NA,NA,NA,NA
"832","蔼动カ","C0V250_ヒ",2016-09-04 15:00:00,"Sunday",16,971.6,NA,24.5,NA,99,4.4,158,NA,NA,14,NA,NA,NA,NA
"833","蔼动カ","C0V250_ヒ",2016-09-04 16:00:00,"Sunday",17,972.4,NA,23.3,NA,100,1.3,172,NA,NA,60,NA,NA,NA,NA
"834","蔼动カ","C0V250_ヒ",2016-09-04 17:00:00,"Sunday",18,973,NA,23.2,NA,100,1.3,81,NA,NA,15.5,NA,NA,NA,NA
"835","蔼动カ","C0V250_ヒ",2016-09-04 18:00:00,"Sunday",19,973.4,NA,23.3,NA,100,0.8,22,NA,NA,0,NA,NA,NA,NA
"836","蔼动カ","C0V250_ヒ",2016-09-04 19:00:00,"Sunday",20,973.3,NA,23.1,NA,100,1.1,19,NA,NA,0.5,NA,NA,NA,NA
"837","蔼动カ","C0V250_ヒ",2016-09-04 20:00:00,"Sunday",21,973.4,NA,22.9,NA,100,0.7,88,NA,NA,0,NA,NA,NA,NA
"838","蔼动カ","C0V250_ヒ",2016-09-04 21:00:00,"Sunday",22,973.9,NA,22.8,NA,100,0.6,25,NA,NA,0,NA,NA,NA,NA
"839","蔼动カ","C0V250_ヒ",2016-09-04 22:00:00,"Sunday",23,973.9,NA,22.6,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"840","蔼动カ","C0V250_ヒ",2016-09-04 23:00:00,"Sunday",24,973.6,NA,22.5,NA,100,0.6,65,NA,NA,0,NA,NA,NA,NA
"841","蔼动カ","C0V250_ヒ",2016-09-05 00:00:00,"Monday",1,973.3,NA,22.2,NA,100,0.5,36,NA,NA,0,NA,NA,NA,NA
"842","蔼动カ","C0V250_ヒ",2016-09-05 01:00:00,"Monday",2,972.9,NA,22.2,NA,100,0.9,23,NA,NA,0,NA,NA,NA,NA
"843","蔼动カ","C0V250_ヒ",2016-09-05 02:00:00,"Monday",3,972.6,NA,22.1,NA,100,1.1,38,NA,NA,0,NA,NA,NA,NA
"844","蔼动カ","C0V250_ヒ",2016-09-05 03:00:00,"Monday",4,973.2,NA,22,NA,100,0.4,70,NA,NA,0,NA,NA,NA,NA
"845","蔼动カ","C0V250_ヒ",2016-09-05 04:00:00,"Monday",5,973.2,NA,22.2,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"846","蔼动カ","C0V250_ヒ",2016-09-05 05:00:00,"Monday",6,973.3,NA,22.3,NA,100,0.7,10,NA,NA,0,NA,NA,NA,NA
"847","蔼动カ","C0V250_ヒ",2016-09-05 06:00:00,"Monday",7,973.6,NA,23.8,NA,99,0.4,24,NA,NA,0,NA,NA,NA,NA
"848","蔼动カ","C0V250_ヒ",2016-09-05 07:00:00,"Monday",8,973.7,NA,27.3,NA,82,0.6,354,NA,NA,0,NA,NA,NA,NA
"849","蔼动カ","C0V250_ヒ",2016-09-05 08:00:00,"Monday",9,973.7,NA,29.3,NA,73,0.6,235,NA,NA,0,NA,NA,NA,NA
"850","蔼动カ","C0V250_ヒ",2016-09-05 09:00:00,"Monday",10,973.8,NA,30.7,NA,72,0.5,202,NA,NA,0,NA,NA,NA,NA
"851","蔼动カ","C0V250_ヒ",2016-09-05 10:00:00,"Monday",11,973.4,NA,31.8,NA,72,1.3,189,NA,NA,0,NA,NA,NA,NA
"852","蔼动カ","C0V250_ヒ",2016-09-05 11:00:00,"Monday",12,973,NA,32,NA,71,1.3,203,NA,NA,0,NA,NA,NA,NA
"853","蔼动カ","C0V250_ヒ",2016-09-05 12:00:00,"Monday",13,972.6,NA,30.6,NA,74,1.1,198,NA,NA,0,NA,NA,NA,NA
"854","蔼动カ","C0V250_ヒ",2016-09-05 13:00:00,"Monday",14,971.8,NA,31,NA,71,2.5,201,NA,NA,0,NA,NA,NA,NA
"855","蔼动カ","C0V250_ヒ",2016-09-05 14:00:00,"Monday",15,972.4,NA,25.3,NA,96,1.7,212,NA,NA,0.5,NA,NA,NA,NA
"856","蔼动カ","C0V250_ヒ",2016-09-05 15:00:00,"Monday",16,973.4,NA,25.1,NA,99,0.7,140,NA,NA,0,NA,NA,NA,NA
"857","蔼动カ","C0V250_ヒ",2016-09-05 16:00:00,"Monday",17,973.5,NA,23.5,NA,97,1,2,NA,NA,0,NA,NA,NA,NA
"858","蔼动カ","C0V250_ヒ",2016-09-05 17:00:00,"Monday",18,974,NA,23.6,NA,99,0.5,142,NA,NA,1,NA,NA,NA,NA
"859","蔼动カ","C0V250_ヒ",2016-09-05 18:00:00,"Monday",19,974.5,NA,23.5,NA,99,0.6,117,NA,NA,0,NA,NA,NA,NA
"860","蔼动カ","C0V250_ヒ",2016-09-05 19:00:00,"Monday",20,974.8,NA,23.7,NA,99,1,155,NA,NA,0,NA,NA,NA,NA
"861","蔼动カ","C0V250_ヒ",2016-09-05 20:00:00,"Monday",21,975.4,NA,23.4,NA,100,0.8,16,NA,NA,0,NA,NA,NA,NA
"862","蔼动カ","C0V250_ヒ",2016-09-05 21:00:00,"Monday",22,975.8,NA,23.4,NA,99,0.2,0,NA,NA,0,NA,NA,NA,NA
"863","蔼动カ","C0V250_ヒ",2016-09-05 22:00:00,"Monday",23,974.9,NA,23.2,NA,99,0.4,197,NA,NA,0,NA,NA,NA,NA
"864","蔼动カ","C0V250_ヒ",2016-09-05 23:00:00,"Monday",24,974.8,NA,23.5,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"865","蔼动カ","C0V310_緻",2016-08-19 00:00:00,"Friday",1,999.9,NA,26.5,NA,100,0.4,95,NA,NA,0,NA,NA,NA,NA
"866","蔼动カ","C0V310_緻",2016-08-19 01:00:00,"Friday",2,999.6,NA,25.7,NA,100,2.8,72,NA,NA,1.5,NA,NA,NA,NA
"867","蔼动カ","C0V310_緻",2016-08-19 02:00:00,"Friday",3,999.2,NA,25.3,NA,100,0.6,70,NA,NA,0,NA,NA,NA,NA
"868","蔼动カ","C0V310_緻",2016-08-19 03:00:00,"Friday",4,999.2,NA,25.1,NA,100,0.5,338,NA,NA,0,NA,NA,NA,NA
"869","蔼动カ","C0V310_緻",2016-08-19 04:00:00,"Friday",5,998.8,NA,24.9,NA,100,0.4,244,NA,NA,0,NA,NA,NA,NA
"870","蔼动カ","C0V310_緻",2016-08-19 05:00:00,"Friday",6,999,NA,24.6,NA,100,0.2,0,NA,NA,0,NA,NA,NA,NA
"871","蔼动カ","C0V310_緻",2016-08-19 06:00:00,"Friday",7,999.7,NA,26.5,NA,95,0.4,296,NA,NA,0,NA,NA,NA,NA
"872","蔼动カ","C0V310_緻",2016-08-19 07:00:00,"Friday",8,1000.1,NA,27.5,NA,91,0.3,62,NA,NA,0,NA,NA,NA,NA
"873","蔼动カ","C0V310_緻",2016-08-19 08:00:00,"Friday",9,1000.5,NA,28.9,NA,85,0.7,22,NA,NA,0,NA,NA,NA,NA
"874","蔼动カ","C0V310_緻",2016-08-19 09:00:00,"Friday",10,1000.4,NA,31.6,NA,67,0.8,19,NA,NA,0,NA,NA,NA,NA
"875","蔼动カ","C0V310_緻",2016-08-19 10:00:00,"Friday",11,1000.1,NA,32,NA,69,1,258,NA,NA,0,NA,NA,NA,NA
"876","蔼动カ","C0V310_緻",2016-08-19 11:00:00,"Friday",12,999.4,NA,33.1,NA,64,1.1,228,NA,NA,0,NA,NA,NA,NA
"877","蔼动カ","C0V310_緻",2016-08-19 12:00:00,"Friday",13,998.9,NA,31.5,NA,77,4.5,261,NA,NA,0,NA,NA,NA,NA
"878","蔼动カ","C0V310_緻",2016-08-19 13:00:00,"Friday",14,999,NA,31.5,NA,79,2,218,NA,NA,0,NA,NA,NA,NA
"879","蔼动カ","C0V310_緻",2016-08-19 14:00:00,"Friday",15,999.7,NA,25.6,NA,100,1.3,62,NA,NA,14.5,NA,NA,NA,NA
"880","蔼动カ","C0V310_緻",2016-08-19 15:00:00,"Friday",16,1000.1,NA,24.8,NA,100,0.9,70,NA,NA,26,NA,NA,NA,NA
"881","蔼动カ","C0V310_緻",2016-08-19 16:00:00,"Friday",17,1001,NA,23.5,NA,100,0.7,329,NA,NA,4.5,NA,NA,NA,NA
"882","蔼动カ","C0V310_緻",2016-08-19 17:00:00,"Friday",18,1000.7,NA,24.1,NA,100,2.1,271,NA,NA,4,NA,NA,NA,NA
"883","蔼动カ","C0V310_緻",2016-08-19 18:00:00,"Friday",19,1001.5,NA,24.2,NA,100,0.5,233,NA,NA,0,NA,NA,NA,NA
"884","蔼动カ","C0V310_緻",2016-08-19 19:00:00,"Friday",20,1001.7,NA,24.3,NA,100,1.6,76,NA,NA,0,NA,NA,NA,NA
"885","蔼动カ","C0V310_緻",2016-08-19 20:00:00,"Friday",21,1001.2,NA,24.4,NA,100,0.8,282,NA,NA,0,NA,NA,NA,NA
"886","蔼动カ","C0V310_緻",2016-08-19 21:00:00,"Friday",22,1001.6,NA,24.4,NA,100,1.3,68,NA,NA,0,NA,NA,NA,NA
"887","蔼动カ","C0V310_緻",2016-08-19 22:00:00,"Friday",23,1001.4,NA,24.2,NA,100,0.3,236,NA,NA,0,NA,NA,NA,NA
"888","蔼动カ","C0V310_緻",2016-08-19 23:00:00,"Friday",24,1001.3,NA,23.9,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"889","蔼动カ","C0V310_緻",2016-08-20 00:00:00,"Saturday",1,1000.8,NA,23.7,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"890","蔼动カ","C0V310_緻",2016-08-20 01:00:00,"Saturday",2,1000.4,NA,23.5,NA,100,0.4,335,NA,NA,0,NA,NA,NA,NA
"891","蔼动カ","C0V310_緻",2016-08-20 02:00:00,"Saturday",3,1000.1,NA,23.7,NA,100,0,0,NA,NA,0,NA,NA,NA,NA
"892","蔼动カ","C0V310_緻",2016-08-20 03:00:00,"Saturday",4,1000,NA,23.4,NA,100,0.1,0,NA,NA,0,NA,NA,NA,NA
"893","蔼动カ","C0V310_緻",2016-08-20 04:00:00,"Saturday",5,1000.1,NA,23.3,NA,100,0.3,269,NA,NA,0,NA,NA,NA,NA
"894","蔼动カ","C0V310_緻",2016-08-20 05:00:00,"Saturday",6,1000.2,NA,23.1,NA,100,0.5,68,NA,NA,0,NA,NA,NA,NA
"895","蔼动カ","C0V310_緻",2016-08-20 06:00:00,"Saturday",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"896","蔼动カ","C0V310_緻",2016-08-20 07:00:00,"Saturday",8,1000.7,NA,26.7,NA,89,0.2,0,NA,NA,0,NA,NA,NA,NA
"897","蔼动カ","C0V310_緻",2016-08-20 08:00:00,"Saturday",9,1000.7,NA,29.2,NA,78,0.6,226,NA,NA,0,NA,NA,NA,NA
"898","蔼动カ","C0V310_緻",2016-08-20 09:00:00,"Saturday",10,1000.4,NA,30.7,NA,68,0.8,273,NA,NA,0,NA,NA,NA,NA
"899","蔼动カ","C0V310_緻",2016-08-20 10:00:00,"Saturday",11,1000.1,NA,31.9,NA,64,0.6,343,NA,NA,0,NA,NA,NA,NA
"900","蔼动カ","C0V310_緻",2016-08-20 11:00:00,"Saturday",12,999.5,NA,32.5,NA,60,2.1,243,NA,NA,0,NA,NA,NA,NA
"901","蔼动カ","C0V310_緻",2016-08-20 12:00:00,"Saturday",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"902","蔼动カ","C0V310_緻",2016-08-20 13:00:00,"Saturday",14,997.8,NA,33.6,NA,59,1.6,162,NA,NA,0,NA,NA,NA,NA
